minute,player,team,xG,PSxG,outcome,distance,body_part,notes,SCA 1,SCA 1,SCA 2,SCA 2,opponent,game_id
3,Alexander Isak,Newcastle Utd,0.21,,Off Target,14.0,Right Foot,,Sandro Tonali,Pass (Live),nan,nan,Brighton,4f754e0a
5,Solly March,Brighton,0.03,,Off Target,21.0,Left Foot,,Solly March,Pass (Live),Jan Paul van Hecke,Pass (Live),Newcastle Utd,4f754e0a
7,Joao Pedro,Brighton,0.07,,Off Target,10.0,Head,,Pascal Groß,Pass (Live),Solly March,Pass (Dead),Newcastle Utd,4f754e0a
11,Pervis Estupinan,Brighton,0.02,,Off Target,25.0,Right Foot,,Lewis Dunk,Pass (Live),Solly March,Pass (Dead),Newcastle Utd,4f754e0a
14,Evan Ferguson,Brighton,0.06,0.12,Saved,12.0,Left Foot,,Billy Gilmour,Pass (Live),Kaoru Mitoma,Pass (Live),Newcastle Utd,4f754e0a
16,Kaoru Mitoma,Brighton,0.03,,Blocked,23.0,Right Foot,,Pervis Estupiñán,Pass (Live),Solly March,Interception,Newcastle Utd,4f754e0a
19,Kaoru Mitoma,Brighton,0.03,,Blocked,18.0,Right Foot,,João Pedro,Pass (Live),Billy Gilmour,Pass (Live),Newcastle Utd,4f754e0a
27,Kaoru Mitoma,Brighton,0.08,0.21,Saved,8.0,Left Foot,,Pervis Estupiñán,Pass (Live),nan,nan,Newcastle Utd,4f754e0a
27,Billy Gilmour,Brighton,0.02,0.1,Saved,29.0,Right Foot,,Kaoru Mitoma,Shot,nan,nan,Newcastle Utd,4f754e0a
27,Evan Ferguson,Brighton,0.64,0.82,Goal,7.0,Right Foot,,Billy Gilmour,Shot,nan,nan,Newcastle Utd,4f754e0a
28,Joelinton,Newcastle Utd,0.12,,Off Target,17.0,Left Foot,,Joelinton,Take-On,Anthony Gordon,Pass (Live),Brighton,4f754e0a
29,Joao Pedro,Brighton,0.14,,Off Target,16.0,Right Foot,,Kaoru Mitoma,Pass (Live),Evan Ferguson,Pass (Live),Newcastle Utd,4f754e0a
32,Kaoru Mitoma,Brighton,0.04,,Blocked,15.0,Right Foot,,João Pedro,Pass (Live),Lewis Dunk,Pass (Dead),Newcastle Utd,4f754e0a
39,Alexander Isak,Newcastle Utd,0.04,,Blocked,21.0,Right Foot,,Sandro Tonali,Pass (Live),Bruno Guimarães,Pass (Live),Brighton,4f754e0a
44,Lewis Dunk,Brighton,0.01,,Off Target,15.0,Head,,Pascal Groß,Pass (Dead),João Pedro,Fouled,Newcastle Utd,4f754e0a
65,Evan Ferguson,Brighton,0.03,0.26,Goal,30.0,Right Foot,,Billy Gilmour,Pass (Live),Lewis Dunk,Pass (Live),Newcastle Utd,4f754e0a
67,Anthony Gordon,Newcastle Utd,0.2,,Off Target,13.0,Right Foot,,Elliot Anderson,Pass (Live),Alexander Isak,Pass (Live),Brighton,4f754e0a
70,Evan Ferguson,Brighton,0.05,0.23,Goal,20.0,Left Foot,Deflected,Kaoru Mitoma,Pass (Live),Billy Gilmour,Pass (Live),Newcastle Utd,4f754e0a
72,Alexander Isak,Newcastle Utd,0.03,,Blocked,20.0,Right Foot,,Alexander Isak,Take-On,Matt Targett,Pass (Live),Brighton,4f754e0a
75,Harvey Barnes,Newcastle Utd,0.03,,Blocked,20.0,Right Foot,,Sean Longstaff,Pass (Live),Callum Wilson,Pass (Live),Brighton,4f754e0a
87,Fabian Schar,Newcastle Utd,0.02,0.16,Saved,8.0,Head,,Kieran Trippier,Pass (Dead),Anthony Gordon,Fouled,Brighton,4f754e0a
90,Simon Adingra,Brighton,0.1,,Blocked,11.0,Right Foot,Volley,Kaoru Mitoma,Pass (Live),Pervis Estupiñán,Pass (Live),Newcastle Utd,4f754e0a
90+2,Callum Wilson,Newcastle Utd,0.43,0.24,Goal,9.0,Right Foot,,Callum Wilson,Take-On,Sean Longstaff,Pass (Live),Brighton,4f754e0a
7,Mathias Jensen,Brentford,0.04,0.07,Goal,21.0,Right Foot,Free kick,Kevin Schade,Fouled,Ethan Pinnock,Pass (Live),Bournemouth,e2946b10
11,Vitaly Janelt,Brentford,0.04,,Blocked,24.0,Left Foot,,nan,nan,nan,nan,Bournemouth,e2946b10
19,Dominic Solanke,Bournemouth,0.44,0.86,Saved,7.0,Right Foot,,Ryan Christie,Take-On,Ryan Christie,Take-On,Brentford,e2946b10
20,Ryan Christie,Bournemouth,0.04,,Off Target,23.0,Left Foot,,Dominic Solanke,Pass (Live),Philip Billing,Pass (Live),Brentford,e2946b10
20,Antoine Semenyo,Bournemouth,0.09,,Blocked,18.0,Left Foot,,Ryan Christie,Shot,nan,nan,Brentford,e2946b10
22,Kevin Schade,Brentford,0.15,0.44,Saved,18.0,Right Foot,,Christian Nørgaard,Pass (Live),Mathias Jensen,Pass (Live),Bournemouth,e2946b10
24,Yoane Wissa,Brentford,0.05,,Off Target,15.0,Right Foot,,Kevin Schade,Pass (Live),Ben Mee,Pass (Live),Bournemouth,e2946b10
28,Ryan Christie,Bournemouth,0.06,,Off Target,19.0,Left Foot,,Philip Billing,Pass (Live),Ryan Christie,Pass (Live),Brentford,e2946b10
30,Justin Kluivert,Bournemouth,0.06,,Blocked,13.0,Right Foot,,Lewis Cook,Pass (Live),Marcos Senesi,Pass (Live),Brentford,e2946b10
30,Dominic Solanke,Bournemouth,0.18,0.09,Goal,13.0,Right Foot,,Marcos Senesi,Pass (Live),Milos Kerkez,Tackle,Brentford,e2946b10
34,Ethan Pinnock,Brentford,0.33,,Off Target,8.0,Head,,Mathias Jensen,Pass (Dead),Yoane Wissa,Fouled,Bournemouth,e2946b10
40,Aaron Hickey,Brentford,0.03,,Off Target,31.0,Left Foot,Deflected,nan,nan,nan,nan,Bournemouth,e2946b10
45,Antoine Semenyo,Bournemouth,0.09,0.09,Saved,11.0,Head,,Philip Billing,Pass (Live),Marcos Senesi,Pass (Live),Brentford,e2946b10
47,Bryan Mbeumo,Brentford,0.26,,Off Target,10.0,Left Foot,,Rico Henry,Take-On,Vitaly Janelt,Pass (Live),Bournemouth,e2946b10
48,Vitaly Janelt,Brentford,0.14,0.03,Saved,9.0,Head,,Kevin Schade,Pass (Live),Christian Nørgaard,Pass (Live),Bournemouth,e2946b10
49,Ryan Christie,Bournemouth,0.05,0.12,Saved,16.0,Right Foot,,Max Aarons,Pass (Live),Dominic Solanke,Pass (Live),Brentford,e2946b10
55,Kevin Schade,Brentford,0.11,,Off Target,9.0,Head,,Ben Mee,Pass (Live),Bryan Mbeumo,Pass (Dead),Bournemouth,e2946b10
55,Christian Norgaard,Brentford,0.04,,Off Target,8.0,Head,,Mathias Jensen,Pass (Dead),Kevin Schade,Shot,Bournemouth,e2946b10
57,Philip Billing,Bournemouth,0.04,,Off Target,11.0,Left Foot,,Marcos Senesi,Pass (Live),Illia Zabarnyi,Pass (Live),Brentford,e2946b10
58,Philip Billing,Bournemouth,0.03,,Off Target,26.0,Right Foot,,Milos Kerkez,Pass (Live),Philip Billing,Pass (Live),Brentford,e2946b10
59,Yoane Wissa,Brentford,0.12,,Woodwork,12.0,Left Foot,,Rico Henry,Pass (Live),Yoane Wissa,Pass (Live),Bournemouth,e2946b10
64,Rico Henry,Brentford,0.02,,Off Target,30.0,Left Foot,,Ethan Pinnock,Pass (Live),nan,nan,Bournemouth,e2946b10
74,Christian Norgaard,Brentford,0.1,0.07,Saved,9.0,Head,,Bryan Mbeumo,Pass (Dead),Rico Henry,Pass (Live),Bournemouth,e2946b10
74,Frank Onyeka,Brentford,0.04,0.13,Saved,23.0,Right Foot,,Aaron Hickey,Pass (Live),Frank Onyeka,Pass (Live),Bournemouth,e2946b10
76,Keane Lewis-Potter,Brentford,0.45,,Woodwork,4.0,Left Foot,Volley,Frank Onyeka,Pass (Live),Bryan Mbeumo,Pass (Live),Bournemouth,e2946b10
77,David Brooks,Bournemouth,0.96,0.88,Goal,5.0,Left Foot,,David Brooks,Take-On,Marcus Tavernier,Pass (Live),Brentford,e2946b10
81,David Brooks,Bournemouth,0.05,,Off Target,19.0,Left Foot,,Lewis Cook,Pass (Live),nan,nan,Brentford,e2946b10
83,Kristoffer Ajer,Brentford,0.17,0.05,Saved,5.0,Left Foot,Volley,Bryan Mbeumo,Pass (Live),Christian Nørgaard,Pass (Live),Bournemouth,e2946b10
85,Michael Olakigbe,Brentford,0.02,,Blocked,17.0,Right Foot,,Christian Nørgaard,Pass (Live),Ethan Pinnock,Pass (Live),Bournemouth,e2946b10
90+1,Keane Lewis-Potter,Brentford,0.02,,Off Target,16.0,Head,,Frank Onyeka,Pass (Live),Rico Henry,Pass (Live),Bournemouth,e2946b10
90+3,Bryan Mbeumo,Brentford,0.55,0.75,Goal,16.0,Left Foot,,Nathan Collins,Pass (Live),nan,nan,Bournemouth,e2946b10
90+7,Yoane Wissa,Brentford,0.22,,Blocked,6.0,Right Foot,,Frank Onyeka,Pass (Live),Christian Nørgaard,Pass (Live),Bournemouth,e2946b10
90+7,Frank Onyeka,Brentford,0.03,,Off Target,16.0,Right Foot,Volley,Michael Olakigbe,Pass (Live),Ethan Pinnock,Pass (Live),Bournemouth,e2946b10
4,Lyle Foster,Burnley,0.36,0.6,Goal,9.0,Left Foot,,Luca Koleosho,Pass (Live),Connor Roberts,Pass (Live),Tottenham,f1786fb8
8,Manor Solomon,Tottenham,0.07,,Blocked,11.0,Right Foot,,Son Heung-min,Pass (Live),Pedro Porro,Pass (Live),Burnley,f1786fb8
14,Manor Solomon,Tottenham,0.05,,Blocked,10.0,Right Foot,,nan,nan,nan,nan,Burnley,f1786fb8
16,Son Heung-min,Tottenham,0.2,0.33,Goal,8.0,Right Foot,,Manor Solomon,Pass (Live),Son Heung-min,Pass (Live),Burnley,f1786fb8
18,James Maddison,Tottenham,0.01,0.39,Saved,61.0,Right Foot,,nan,nan,nan,nan,Burnley,f1786fb8
19,Luca Koleosho,Burnley,0.04,,Off Target,12.0,Head,,Jóhann Berg Guðmundsson,Pass (Live),Lyle Foster,Pass (Live),Tottenham,f1786fb8
21,Zeki Amdouni,Burnley,0.03,,Off Target,28.0,Right Foot,,Sander Berge,Pass (Live),Connor Roberts,Pass (Live),Tottenham,f1786fb8
24,Luca Koleosho,Burnley,0.04,,Blocked,21.0,Right Foot,,Luca Koleosho,Take-On,Sander Berge,Pass (Live),Tottenham,f1786fb8
30,Pape Matar Sarr,Tottenham,0.05,,Blocked,20.0,Right Foot,,Son Heung-min,Pass (Live),Manor Solomon,Pass (Live),Burnley,f1786fb8
30,James Maddison,Tottenham,0.14,0.05,Saved,15.0,Left Foot,Deflected,Pape Matar Sarr,Shot,nan,nan,Burnley,f1786fb8
35,James Maddison,Tottenham,0.06,0.23,Saved,20.0,Right Foot,,Pape Matar Sarr,Pass (Live),James Maddison,Pass (Live),Burnley,f1786fb8
35,Pedro Porro,Tottenham,0.02,,Blocked,25.0,Right Foot,,Dejan Kulusevski,Pass (Live),James Maddison,Shot,Burnley,f1786fb8
35,Pape Matar Sarr,Tottenham,0.32,0.8,Saved,8.0,Right Foot,,Pedro Porro,Shot,nan,nan,Burnley,f1786fb8
36,Pedro Porro,Tottenham,0.03,,Off Target,26.0,Right Foot,,Manor Solomon,Pass (Live),Manor Solomon,Take-On,Burnley,f1786fb8
45+1,Son Heung-min,Tottenham,0.04,,Blocked,28.0,Left Foot,,Pape Matar Sarr,Pass (Live),Manor Solomon,Pass (Live),Burnley,f1786fb8
45+2,Pape Matar Sarr,Tottenham,0.05,,Blocked,15.0,Right Foot,,James Maddison,Pass (Live),Yves Bissouma,Pass (Live),Burnley,f1786fb8
45+2,Cristian Romero,Tottenham,0.03,0.6,Goal,21.0,Right Foot,,Pape Matar Sarr,Shot,nan,nan,Burnley,f1786fb8
48,Son Heung-min,Tottenham,0.14,,Blocked,15.0,Right Foot,,Dejan Kulusevski,Pass (Live),nan,nan,Burnley,f1786fb8
49,James Maddison,Tottenham,0.06,0.17,Saved,13.0,Right Foot,,James Maddison,Take-On,Manor Solomon,Pass (Live),Burnley,f1786fb8
51,Josh Brownhill,Burnley,0.02,,Off Target,31.0,Right Foot,,Luca Koleosho,Take-On,Connor Roberts,Pass (Live),Tottenham,f1786fb8
54,James Maddison,Tottenham,0.09,0.37,Goal,23.0,Right Foot,,Destiny Udogie,Pass (Live),nan,nan,Burnley,f1786fb8
56,Lyle Foster,Burnley,0.19,0.83,Saved,15.0,Right Foot,Deflected,Zeki Amdouni,Pass (Live),Connor Roberts,Pass (Live),Tottenham,f1786fb8
57,Hannes Delcroix,Burnley,0.06,,Off Target,8.0,Head,,Josh Brownhill,Pass (Dead),Lyle Foster,Shot,Tottenham,f1786fb8
61,Yves Bissouma,Tottenham,0.03,0.49,Saved,24.0,Right Foot,,Son Heung-min,Pass (Live),Yves Bissouma,Pass (Live),Burnley,f1786fb8
62,Yves Bissouma,Tottenham,0.02,,Off Target,25.0,Right Foot,,Manor Solomon,Pass (Live),James Maddison,Pass (Live),Burnley,f1786fb8
63,Son Heung-min,Tottenham,0.19,0.43,Goal,15.0,Right Foot,,Manor Solomon,Pass (Live),Destiny Udogie,Pass (Live),Burnley,f1786fb8
66,Son Heung-min,Tottenham,0.55,0.8,Goal,10.0,Left Foot,,Pedro Porro,Pass (Live),James Maddison,Pass (Live),Burnley,f1786fb8
76,Pedro Porro,Tottenham,0.13,,Off Target,13.0,Right Foot,,Ivan Perišić,Pass (Live),Yves Bissouma,Pass (Live),Burnley,f1786fb8
77,Josh Cullen,Burnley,0.03,,Blocked,27.0,Right Foot,,Lyle Foster,Pass (Live),Jack Cork,Pass (Live),Tottenham,f1786fb8
78,Ameen Al-Dakhil,Burnley,0.02,,Blocked,21.0,Right Foot,Volley,Josh Brownhill,Pass (Dead),Connor Roberts,Pass (Live),Tottenham,f1786fb8
78,Ameen Al-Dakhil,Burnley,0.05,,Blocked,17.0,Right Foot,Volley,Ameen Al-Dakhil,Shot,nan,nan,Tottenham,f1786fb8
79,Ameen Al-Dakhil,Burnley,0.02,,Off Target,25.0,Left Foot,Volley,Josh Brownhill,Pass (Live),Josh Cullen,Pass (Live),Tottenham,f1786fb8
80,Josh Brownhill,Burnley,0.06,,Blocked,22.0,Left Foot,,Jacob Bruun Larsen,Pass (Live),Josh Cullen,Pass (Live),Tottenham,f1786fb8
80,Dara O'Shea,Burnley,0.04,,Off Target,6.0,Head,,Connor Roberts,Pass (Live),Josh Brownhill,Pass (Dead),Tottenham,f1786fb8
82,Jacob Bruun Larsen,Burnley,0.06,,Blocked,24.0,Right Foot,Free kick,Nathan Redmond,Fouled,Josh Cullen,Pass (Live),Tottenham,f1786fb8
82,Hannes Delcroix,Burnley,0.23,0.06,Saved,9.0,Head,,Nathan Redmond,Pass (Live),Jacob Bruun Larsen,Pass (Live),Tottenham,f1786fb8
90+4,Josh Brownhill,Burnley,0.12,0.79,Goal,11.0,Left Foot,Deflected,Josh Cullen,Pass (Live),Josh Brownhill,Pass (Live),Tottenham,f1786fb8
3,Gabriel Martinelli,Arsenal,0.04,,Blocked,8.0,Right Foot,,Gabriel Martinelli,Take-On,Eddie Nketiah,Pass (Live),Manchester Utd,74125d47
13,Kai Havertz,Arsenal,0.26,,Off Target,11.0,Left Foot,,Eddie Nketiah,Pass (Live),nan,nan,Manchester Utd,74125d47
15,Bukayo Saka,Arsenal,0.01,,Blocked,18.0,Left Foot,,nan,nan,nan,nan,Manchester Utd,74125d47
18,Martin Odegaard,Arsenal,0.04,,Blocked,22.0,Left Foot,,Ben White,Pass (Live),Bukayo Saka,Pass (Live),Manchester Utd,74125d47
19,Declan Rice,Arsenal,0.18,,Off Target,6.0,Head,,Bukayo Saka,Pass (Dead),Gabriel Dos Santos,Pass (Live),Manchester Utd,74125d47
27,Marcus Rashford,Manchester Utd,0.2,0.53,Goal,16.0,Right Foot,,Christian Eriksen,Pass (Live),Christian Eriksen,Interception,Arsenal,74125d47
28,Martin Odegaard,Arsenal,0.17,0.23,Goal,16.0,Left Foot,,Gabriel Martinelli,Pass (Live),Eddie Nketiah,Pass (Live),Manchester Utd,74125d47
32,Christian Eriksen,Manchester Utd,0.06,,Blocked,23.0,Right Foot,,Bruno Fernandes,Pass (Live),Diogo Dalot,Pass (Live),Arsenal,74125d47
39,Marcus Rashford,Manchester Utd,0.03,,Off Target,25.0,Right Foot,,nan,nan,nan,nan,Arsenal,74125d47
43,Gabriel Martinelli,Arsenal,0.03,,Blocked,14.0,Right Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live),Manchester Utd,74125d47
45+2,Bukayo Saka,Arsenal,0.02,,Blocked,21.0,Left Foot,,Eddie Nketiah,Pass (Live),Gabriel Martinelli,Pass (Dead),Manchester Utd,74125d47
45+4,Kai Havertz,Arsenal,0.09,,Off Target,4.0,Head,,Bukayo Saka,Pass (Dead),Eddie Nketiah,Pass (Live),Manchester Utd,74125d47
51,Martin Odegaard,Arsenal,0.07,,Blocked,24.0,Right Foot,,Oleksandr Zinchenko,Pass (Live),Eddie Nketiah,Pass (Live),Manchester Utd,74125d47
53,Eddie Nketiah,Arsenal,0.05,,Blocked,15.0,Right Foot,,Kai Havertz,Pass (Live),Gabriel Martinelli,Pass (Live),Manchester Utd,74125d47
54,Anthony Martial,Manchester Utd,0.03,0.02,Saved,12.0,Left Foot,,Bruno Fernandes,Pass (Live),Christian Eriksen,Pass (Live),Arsenal,74125d47
54,Marcus Rashford,Manchester Utd,0.12,,Blocked,11.0,Left Foot,,Anthony Martial,Shot,nan,nan,Arsenal,74125d47
55,Diogo Dalot,Manchester Utd,0.03,,Blocked,16.0,Left Foot,,Bruno Fernandes,Pass (Live),Marcus Rashford,Pass (Live),Arsenal,74125d47
63,Martin Odegaard,Arsenal,0.04,0.03,Saved,15.0,Left Foot,,Martin Ødegaard,Take-On,Eddie Nketiah,Pass (Live),Manchester Utd,74125d47
68,Gabriel Martinelli,Arsenal,0.04,,Off Target,25.0,Right Foot,,Bukayo Saka,Pass (Live),Martin Ødegaard,Pass (Live),Manchester Utd,74125d47
72,Rasmus Hojlund,Manchester Utd,0.33,,Blocked,5.0,Left Foot,,Marcus Rashford,Pass (Live),Marcus Rashford,Take-On,Arsenal,74125d47
74,Marcus Rashford,Manchester Utd,0.05,,Blocked,12.0,Right Foot,,Bruno Fernandes,Pass (Live),Harry Maguire,Pass (Live),Arsenal,74125d47
75,Antony,Manchester Utd,0.02,,Blocked,27.0,Left Foot,Deflected,Marcus Rashford,Shot,nan,nan,Arsenal,74125d47
78,Marcus Rashford,Manchester Utd,0.06,,Blocked,17.0,Right Foot,,Marcus Rashford,Take-On,Christian Eriksen,Pass (Live),Arsenal,74125d47
81,Bukayo Saka,Arsenal,0.41,0.26,Saved,9.0,Left Foot,,Ben White,Pass (Live),Martin Ødegaard,Pass (Live),Manchester Utd,74125d47
90+6,Martin Odegaard,Arsenal,0.02,,Blocked,24.0,Left Foot,,Gabriel Jesus,Pass (Live),Bukayo Saka,Pass (Live),Manchester Utd,74125d47
90+6,Declan Rice,Arsenal,0.05,0.12,Goal,14.0,Right Foot,Deflected,Bukayo Saka,Pass (Dead),Martin Ødegaard,Shot,Manchester Utd,74125d47
90+11,Gabriel Jesus,Arsenal,0.76,0.96,Goal,10.0,Right Foot,,Gabriel Jesus,Take-On,Fabio Vieira,Pass (Live),Manchester Utd,74125d47
7,Fabio Silva,Wolves,0.03,,Off Target,17.0,Right Foot,Volley,Mario Lemina,Pass (Live),Fábio Silva,Pass (Live),Crystal Palace,f9436d32
10,Joao Gomes,Wolves,0.03,,Off Target,17.0,Right Foot,,Pablo Sarabia,Pass (Live),João Gomes,Pass (Live),Crystal Palace,f9436d32
14,Odsonne Edouard,Crystal Palace,0.06,,Blocked,16.0,Right Foot,,Odsonne Édouard,Pass (Live),Odsonne Édouard,Take-On,Wolves,f9436d32
16,Jordan Ayew,Crystal Palace,0.43,,Blocked,10.0,Right Foot,,Jefferson Lerma,Pass (Live),Jefferson Lerma,Interception,Wolves,f9436d32
16,Odsonne Edouard,Crystal Palace,0.09,,Off Target,15.0,Right Foot,,Jordan Ayew,Shot,nan,nan,Wolves,f9436d32
19,Jeffrey Schlupp,Crystal Palace,0.17,0.46,Saved,8.0,Left Foot,,Jordan Ayew,Pass (Live),Odsonne Édouard,Pass (Live),Wolves,f9436d32
25,Odsonne Edouard,Crystal Palace,0.16,,Off Target,9.0,Head,,Jeffrey Schlupp,Pass (Live),Eberechi Eze,Pass (Live),Wolves,f9436d32
29,Matheus Cunha,Wolves,0.29,,Blocked,15.0,Right Foot,,Pedro Neto,Pass (Live),Mario Lemina,Pass (Live),Crystal Palace,f9436d32
30,Fabio Silva,Wolves,0.01,,Off Target,21.0,Right Foot,Volley,Mario Lemina,Pass (Live),Pedro Neto,Pass (Dead),Crystal Palace,f9436d32
34,Pedro Neto,Wolves,0.06,,Blocked,12.0,Left Foot,,Fábio Silva,Pass (Live),Rayan Aït Nouri,Pass (Live),Crystal Palace,f9436d32
36,Nelson Semedo,Wolves,0.02,,Off Target,29.0,Right Foot,,Mario Lemina,Pass (Live),João Gomes,Pass (Live),Crystal Palace,f9436d32
41,Odsonne Edouard,Crystal Palace,0.03,0.23,Saved,13.0,Left Foot,,Jefferson Lerma,Pass (Live),nan,nan,Wolves,f9436d32
42,Pedro Neto,Wolves,0.03,0.13,Saved,17.0,Right Foot,,Pablo Sarabia,Pass (Live),Max Kilman,Pass (Live),Crystal Palace,f9436d32
43,Craig Dawson,Wolves,0.19,,Off Target,10.0,Head,,Pedro Neto,Pass (Live),Nélson Semedo,Pass (Live),Crystal Palace,f9436d32
43,Pablo Sarabia,Wolves,0.05,,Off Target,12.0,Right Foot,Volley,Craig Dawson,Shot,nan,nan,Crystal Palace,f9436d32
56,Odsonne Edouard,Crystal Palace,0.23,0.94,Goal,4.0,Right Foot,Volley,Tyrick Mitchell,Pass (Live),Cheick Doucouré,Pass (Live),Wolves,f9436d32
65,Hwang Hee-chan,Wolves,0.06,0.18,Goal,8.0,Head,,Pedro Neto,Pass (Dead),Rayan Aït Nouri,Fouled,Crystal Palace,f9436d32
67,Jeffrey Schlupp,Crystal Palace,0.01,0.12,Saved,15.0,Other,,Eberechi Eze,Pass (Live),nan,nan,Wolves,f9436d32
72,Jefferson Lerma,Crystal Palace,0.08,0.11,Saved,8.0,Head,,Eberechi Eze,Pass (Dead),nan,nan,Wolves,f9436d32
73,Jordan Ayew,Crystal Palace,0.05,0.2,Saved,18.0,Right Foot,Volley,nan,nan,nan,nan,Wolves,f9436d32
75,Odsonne Edouard,Crystal Palace,0.03,,Off Target,15.0,Left Foot,,Eberechi Eze,Pass (Live),Tyrick Mitchell,Pass (Live),Wolves,f9436d32
78,Eberechi Eze,Crystal Palace,0.05,0.34,Saved,26.0,Right Foot,Free kick,Jordan Ayew,Fouled,Joachim Andersen,Pass (Live),Wolves,f9436d32
78,Eberechi Eze,Crystal Palace,0.5,0.92,Goal,10.0,Right Foot,,Jean-Philippe Mateta,Pass (Live),Joel Ward,Pass (Live),Wolves,f9436d32
84,Odsonne Edouard,Crystal Palace,0.15,0.39,Goal,16.0,Right Foot,,Jean-Philippe Mateta,Pass (Live),Odsonne Édouard,Pass (Live),Wolves,f9436d32
88,Pedro Neto,Wolves,0.01,0.03,Saved,27.0,Left Foot,,Nélson Semedo,Pass (Live),Hwang Hee-chan,Pass (Live),Crystal Palace,f9436d32
90+3,Eberechi Eze,Crystal Palace,0.08,0.18,Saved,12.0,Right Foot,,Will Hughes,Pass (Live),Tyrick Mitchell,Pass (Live),Wolves,f9436d32
90+3,Joel Ward,Crystal Palace,0.01,,Off Target,26.0,Right Foot,Volley,Jean-Philippe Mateta,Pass (Live),Eberechi Eze,Pass (Dead),Wolves,f9436d32
90+6,Matheus Cunha,Wolves,0.39,0.39,Goal,8.0,Head,,Pedro Neto,Pass (Live),Hugo Bueno,Pass (Live),Crystal Palace,f9436d32
3,Dominik Szoboszlai,Liverpool,0.03,0.39,Goal,20.0,Left Foot,Deflected,Trent Alexander-Arnold,Pass (Dead),nan,nan,Aston Villa,bdbc722e
16,Luis Diaz,Liverpool,0.03,,Blocked,14.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live),Aston Villa,bdbc722e
22,Darwin Nunez,Liverpool,0.32,,Woodwork,9.0,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),Aston Villa,bdbc722e
27,Joel Matip,Liverpool,0.3,,Off Target,10.0,Head,,Trent Alexander-Arnold,Pass (Dead),Luis Díaz,Fouled,Aston Villa,bdbc722e
33,John McGinn,Aston Villa,0.11,,Off Target,15.0,Left Foot,,Moussa Diaby,Pass (Live),Leon Bailey,Pass (Live),Liverpool,bdbc722e
34,Darwin Nunez,Liverpool,0.1,,Blocked,16.0,Right Foot,,Trent Alexander-Arnold,Pass (Live),Darwin Núñez,Pass (Live),Aston Villa,bdbc722e
38,Ollie Watkins,Aston Villa,0.12,,Off Target,10.0,Left Foot,,Lucas Digne,Pass (Live),Douglas Luiz,Pass (Live),Liverpool,bdbc722e
39,Darwin Nunez,Liverpool,0.07,,Woodwork,9.0,Right Foot,,Mohamed Salah,Pass (Live),Dominik Szoboszlai,Pass (Live),Aston Villa,bdbc722e
42,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,28.0,Right Foot,,Dominik Szoboszlai,Pass (Live),Luis Díaz,Pass (Live),Aston Villa,bdbc722e
43,Moussa Diaby,Aston Villa,0.09,,Off Target,15.0,Left Foot,,Ollie Watkins,Pass (Live),Moussa Diaby,Pass (Live),Liverpool,bdbc722e
45+3,Mohamed Salah,Liverpool,0.16,0.04,Saved,11.0,Left Foot,,Trent Alexander-Arnold,Pass (Live),Joël Matip,Pass (Live),Aston Villa,bdbc722e
47,Mohamed Salah,Liverpool,0.09,,Off Target,23.0,Left Foot,,Dominik Szoboszlai,Pass (Live),Dominik Szoboszlai,Take-On,Aston Villa,bdbc722e
48,Matty Cash,Aston Villa,0.06,0.1,Saved,7.0,Head,,Lucas Digne,Pass (Live),Boubacar Kamara,Pass (Live),Liverpool,bdbc722e
49,Ollie Watkins,Aston Villa,0.08,,Off Target,9.0,Head,,Lucas Digne,Pass (Dead),Matty Cash,Shot,Liverpool,bdbc722e
49,Darwin Nunez,Liverpool,0.61,,Off Target,5.0,Head,,Trent Alexander-Arnold,Pass (Live),Alisson,Pass (Dead),Aston Villa,bdbc722e
55,Darwin Nunez,Liverpool,0.03,,Off Target,8.0,Head,,Andrew Robertson,Pass (Dead),Joël Matip,Pass (Live),Aston Villa,bdbc722e
55,Mohamed Salah,Liverpool,0.5,0.48,Goal,3.0,Left Foot,,Darwin Núñez,Shot,nan,nan,Aston Villa,bdbc722e
62,John McGinn,Aston Villa,0.08,0.02,Saved,12.0,Head,,Leon Bailey,Pass (Live),Douglas Luiz,Pass (Live),Liverpool,bdbc722e
63,Pau Torres,Aston Villa,0.03,0.09,Saved,9.0,Other,,Lucas Digne,Pass (Dead),nan,nan,Liverpool,bdbc722e
69,Trent Alexander-Arnold,Liverpool,0.03,,Off Target,29.0,Right Foot,,Joe Gomez,Pass (Live),Dominik Szoboszlai,Pass (Live),Aston Villa,bdbc722e
72,Dominik Szoboszlai,Liverpool,0.04,,Off Target,22.0,Left Foot,,Joël Matip,Pass (Live),Andrew Robertson,Pass (Live),Aston Villa,bdbc722e
74,Mohamed Salah,Liverpool,0.04,0.04,Saved,11.0,Right Foot,Volley,Joe Gomez,Pass (Live),Andrew Robertson,Pass (Live),Aston Villa,bdbc722e
75,Harvey Elliott,Liverpool,0.03,,Blocked,22.0,Left Foot,,Dominik Szoboszlai,Pass (Dead),Mohamed Salah,Shot,Aston Villa,bdbc722e
